species,stoichiometry,raw_entries,proxy_structure_families,natoms_min,natoms_median,natoms_max
B-La,0.5;0.5,33,33,2,4.0,12
Ge-Ni,0.25;0.75,33,33,4,4.0,24
P-Rh,0.5;0.5,33,33,2,4.0,24
B-Pb,0.666667;0.333333,33,33,3,6.0,24
In-Ir,0.75;0.25,33,33,4,4.0,24
Cd-Re,0.666667;0.333333,33,33,3,6.0,24
Co-Mo,0.75;0.25,33,33,4,4.0,24
Sb-Ti,0.25;0.75,33,33,4,4.0,24
Li-Sb,0.5;0.5,33,33,2,4.0,12
Fe-Sb,0.666667;0.333333,33,33,3,6.0,24
Mo-Pb,0.5;0.5,33,33,2,4.0,12
As-Cl,0.333333;0.666667,33,33,3,6.0,24
Ir-Zr,0.75;0.25,33,33,4,4.0,24
Cd-In,0.5;0.5,33,33,2,4.0,12
Mn-Se,0.666667;0.333333,33,33,3,6.0,24
Au-Be,0.666667;0.333333,33,33,3,6.0,24
B-Ni,0.666667;0.333333,33,33,3,6.0,12
Ir-Sn,0.333333;0.666667,33,33,3,6.0,24
P-Tc,0.333333;0.666667,33,33,3,6.0,24
In-Sc,0.666667;0.333333,33,33,3,6.0,24
Al-Re,0.333333;0.666667,33,33,3,6.0,24
Co-La,0.25;0.75,33,33,4,4.0,24
Bi-Rh,0.75;0.25,33,33,4,4.0,24
Hf-Se,0.333333;0.666667,33,33,3,3.0,24
Ir-Y,0.75;0.25,33,33,4,4.0,36
Ru-Sb,0.666667;0.333333,33,33,3,6.0,24
Co-Ru,0.5;0.5,33,33,2,4.0,8
Ca-Nb,0.5;0.5,33,33,2,4.0,12
Co-Cr,0.5;0.5,33,33,2,4.0,8
In-Si,0.333333;0.666667,33,33,3,6.0,24
Al-Co,0.25;0.75,33,33,4,4.0,24
Pb-V,0.333333;0.666667,33,33,3,6.0,24
As-B,0.333333;0.666667,33,33,3,6.0,24
Ir-W,0.75;0.25,33,33,4,4.0,24
Pd-Tl,0.5;0.5,33,33,2,4.0,12
Sn-W,0.5;0.5,33,33,2,4.0,12
B-Sb,0.666667;0.333333,33,33,3,6.0,24
Co-Os,0.5;0.5,33,33,2,4.0,8
Hf-Ni,0.25;0.75,33,33,4,4.0,40
Sc-Y,0.333333;0.666667,33,33,3,6.0,24
Rh-Tl,0.666667;0.333333,33,33,3,6.0,24
As-Cl,0.666667;0.333333,33,33,3,6.0,24
Cl-Zn,0.666667;0.333333,33,33,3,6.0,36
Co-Ru,0.333333;0.666667,33,33,3,6.0,24
Nb-Y,0.333333;0.666667,33,33,3,6.0,24
Hg-Mg,0.75;0.25,33,33,4,4.0,24
Cu-Hg,0.25;0.75,33,33,4,4.0,24
Co-Re,0.25;0.75,33,33,4,4.0,24
Al-Na,0.666667;0.333333,33,33,3,6.0,24
In-Rh,0.5;0.5,33,33,2,4.0,12
Li-Y,0.5;0.5,33,33,2,4.0,24
Ga-Sc,0.5;0.5,33,33,2,4.0,12
La-Y,0.666667;0.333333,33,33,3,6.0,24
Tl-V,0.5;0.5,33,33,2,4.0,24
Hf-K,0.333333;0.666667,33,33,3,6.0,12
Ag-Tl,0.666667;0.333333,33,33,3,6.0,24
Cu-Mo,0.666667;0.333333,33,33,3,6.0,24
Au-K,0.333333;0.666667,33,33,3,6.0,24
Sn-Ti,0.5;0.5,33,33,2,4.0,12
Li-Tl,0.5;0.5,33,33,2,4.0,24
Pb-Sb,0.666667;0.333333,33,33,3,6.0,12
Pb-W,0.333333;0.666667,33,33,3,6.0,24
As-Si,0.333333;0.666667,33,33,3,6.0,24
Co-Os,0.666667;0.333333,33,33,3,6.0,24
Os-Tl,0.333333;0.666667,33,33,3,6.0,24
Au-Ca,0.666667;0.333333,33,33,3,6.0,24
La-Mg,0.75;0.25,33,33,4,4.0,24
Ir-La,0.75;0.25,33,33,4,4.0,24
Sc-V,0.333333;0.666667,33,33,3,6.0,24
As-Mg,0.666667;0.333333,33,33,3,6.0,24
Os-Pt,0.666667;0.333333,33,33,3,6.0,24
Ni-Sn,0.5;0.5,33,33,2,4.0,32
Ni-Tl,0.5;0.5,33,33,2,4.0,12
Br-Pt,0.5;0.5,33,33,2,4.0,24
Sb-Si,0.333333;0.666667,33,33,3,6.0,24
Co-Ir,0.666667;0.333333,33,33,3,6.0,24
Cu-Pt,0.75;0.25,33,33,4,4.0,24
Hf-Te,0.333333;0.666667,33,33,3,3.0,12
Sn-Sr,0.5;0.5,33,33,2,4.0,24
Sb-Tl,0.5;0.5,33,33,2,4.0,24
As-Zn,0.333333;0.666667,33,33,3,6.0,24
B-Sn,0.5;0.5,33,33,2,4.0,24
Cd-Fe,0.666667;0.333333,33,33,3,6.0,24
Au-Fe,0.333333;0.666667,33,33,3,6.0,24
Sb-Te,0.666667;0.333333,33,33,3,6.0,24
Br-V,0.666667;0.333333,33,33,3,3.0,24
Hf-Ir,0.25;0.75,33,33,4,4.0,24
Ba-V,0.5;0.5,33,33,2,4.0,12
Cl-Tc,0.5;0.5,33,33,2,4.0,12
Tc-W,0.666667;0.333333,33,33,3,6.0,24
Ba-Hg,0.666667;0.333333,33,33,3,6.0,24
Cd-Tc,0.666667;0.333333,33,33,3,6.0,24
Al-Br,0.5;0.5,33,33,2,4.0,12
Ba-Be,0.333333;0.666667,33,33,3,6.0,12
Bi-P,0.666667;0.333333,33,33,3,6.0,24
Cd-Tl,0.333333;0.666667,33,33,3,6.0,24
Ge-Mn,0.25;0.75,33,33,4,4.0,24
Ba-Li,0.333333;0.666667,33,33,3,6.0,24
Cu-Mg,0.25;0.75,33,33,4,4.0,24
Cd-Sb,0.666667;0.333333,33,33,3,6.0,24
Ag-Sn,0.75;0.25,33,33,4,4.0,24
Ca-Fe,0.5;0.5,33,33,2,4.0,12
As-Se,0.666667;0.333333,33,33,3,6.0,24
Al-Ni,0.75;0.25,33,33,4,4.0,24
Au-Fe,0.666667;0.333333,33,33,3,6.0,24
Ga-Nb,0.666667;0.333333,33,33,3,6.0,24
Mo-Pt,0.75;0.25,33,33,4,4.0,24
Ta-Zr,0.25;0.75,33,33,4,4.0,24
Al-K,0.666667;0.333333,33,33,3,6.0,24
Ba-Sn,0.666667;0.333333,33,33,3,6.0,12
Cr-Ga,0.5;0.5,33,33,2,4.0,26
Ag-Te,0.25;0.75,33,33,4,4.0,24
Ge-Rh,0.5;0.5,33,33,2,4.0,8
Cr-Y,0.333333;0.666667,33,33,3,6.0,24
B-Li,0.666667;0.333333,33,33,3,6.0,24
Ru-Se,0.666667;0.333333,33,33,3,6.0,12
Co-Ir,0.333333;0.666667,33,33,3,6.0,24
B-Sn,0.333333;0.666667,33,33,3,6.0,24
Ba-Cd,0.666667;0.333333,33,33,3,6.0,24
As-Hg,0.333333;0.666667,33,33,3,6.0,24
Ca-Mg,0.75;0.25,33,33,4,4.0,24
Nb-P,0.333333;0.666667,33,33,3,6.0,24
Ag-Ni,0.666667;0.333333,33,33,3,6.0,24
Ga-Y,0.5;0.5,33,33,2,4.0,8
Ag-Br,0.666667;0.333333,33,33,3,6.0,24
Mg-Rb,0.25;0.75,33,33,4,4.0,24
Sn-Tl,0.5;0.5,33,33,2,4.0,12
In-La,0.666667;0.333333,33,33,3,3.0,12
Al-V,0.75;0.25,33,33,4,4.0,24
Ga-Rh,0.5;0.5,33,33,2,4.0,24
Li-Se,0.5;0.5,33,33,2,4.0,8
Ni-Se,0.666667;0.333333,33,33,3,6.0,24
Os-Tl,0.666667;0.333333,33,33,3,6.0,24
Hg-Zn,0.333333;0.666667,33,33,3,6.0,24
Hg-Ta,0.333333;0.666667,33,33,3,6.0,24
As-Zr,0.666667;0.333333,33,33,3,6.0,24
La-W,0.666667;0.333333,33,33,3,6.0,24
Mo-Sn,0.5;0.5,33,33,2,4.0,24
Sb-Se,0.333333;0.666667,33,33,3,6.0,24
Cr-Os,0.75;0.25,33,33,4,4.0,24
In-Zn,0.666667;0.333333,33,33,3,6.0,12
Fe-Os,0.333333;0.666667,33,33,3,6.0,24
Br-Ta,0.5;0.5,33,33,2,4.0,8
K-Ta,0.5;0.5,33,33,2,4.0,24
Cd-Cl,0.5;0.5,33,33,2,4.0,24
Co-Sb,0.333333;0.666667,33,33,3,6.0,12
Os-Re,0.25;0.75,33,33,4,4.0,24
Co-W,0.75;0.25,33,33,4,4.0,24
Au-In,0.666667;0.333333,33,33,3,6.0,24
La-Y,0.333333;0.666667,33,33,3,6.0,24
Ga-Ni,0.25;0.75,33,33,4,4.0,24
Pt-Ti,0.25;0.75,33,33,4,4.0,24
Ge-Zn,0.333333;0.666667,33,33,3,6.0,24
Pt-Ti,0.75;0.25,33,33,4,4.0,24
Pt-Se,0.333333;0.666667,33,33,3,3.0,24
Hf-Te,0.5;0.5,33,33,2,4.0,12
Bi-Ni,0.75;0.25,33,33,4,4.0,24
Sc-Y,0.666667;0.333333,33,33,3,6.0,24
K-Mg,0.75;0.25,33,33,4,4.0,24
Os-Pd,0.666667;0.333333,33,33,3,6.0,24
Se-Ta,0.333333;0.666667,33,33,3,6.0,24
La-Sn,0.666667;0.333333,33,33,3,6.0,24
Ni-Te,0.666667;0.333333,33,33,3,6.0,12
Pd-Rb,0.666667;0.333333,33,33,3,6.0,12
B-Fe,0.25;0.75,33,33,4,4.0,24
Se-Te,0.666667;0.333333,33,33,3,6.0,24
Ir-Li,0.5;0.5,33,33,2,4.0,24
Ga-N,0.5;0.5,33,33,2,4.0,4
Hg-Sr,0.5;0.5,33,33,2,4.0,8
Nb-Zr,0.666667;0.333333,33,33,3,6.0,24
Ta-Zr,0.75;0.25,33,33,4,4.0,16
Sn-V,0.25;0.75,33,33,4,4.0,24
Br-Mg,0.666667;0.333333,33,33,3,6.0,24
Fe-Pt,0.25;0.75,33,33,4,4.0,24
P-Tc,0.666667;0.333333,33,33,3,6.0,24
Cu-Ta,0.666667;0.333333,33,33,3,6.0,24
P-Pt,0.5;0.5,33,33,2,4.0,12
Co-Ir,0.5;0.5,33,33,2,4.0,8
Be-Ga,0.5;0.5,33,33,2,4.0,24
P-Ru,0.333333;0.666667,33,33,3,6.0,24
Fe-Te,0.5;0.5,33,33,2,4.0,24
Li-Mg,0.75;0.25,33,33,4,4.0,24
Ir-P,0.666667;0.333333,33,33,3,6.0,24
Cl-Pt,0.333333;0.666667,33,33,3,6.0,24
Hg-In,0.333333;0.666667,33,33,3,6.0,24
Br-Re,0.5;0.5,33,33,2,4.0,12
Ir-Pd,0.5;0.5,33,33,2,4.0,8
Br-Sn,0.5;0.5,33,33,2,4.0,8
Tc-W,0.5;0.5,33,33,2,4.0,8
As-In,0.666667;0.333333,33,33,3,6.0,24
Co-Te,0.666667;0.333333,33,33,3,6.0,24
P-Rh,0.333333;0.666667,33,33,3,3.0,24
C-Ni,0.25;0.75,33,33,4,4.0,24
Br-Hg,0.666667;0.333333,33,33,3,6.0,12
Re-Sn,0.666667;0.333333,33,33,3,6.0,24
Fe-Pb,0.333333;0.666667,33,33,3,6.0,24
Sc-V,0.666667;0.333333,33,33,3,6.0,24
Cd-Sc,0.75;0.25,33,33,4,4.0,24
Ca-Pb,0.5;0.5,33,33,2,4.0,24
In-Nb,0.666667;0.333333,33,33,3,6.0,12
Cu-V,0.5;0.5,33,33,2,4.0,8
Co-Hg,0.5;0.5,33,33,2,4.0,8
Ir-Pb,0.5;0.5,33,33,2,4.0,24
Ag-Ba,0.666667;0.333333,33,33,3,6.0,24
Cd-Co,0.666667;0.333333,33,33,3,6.0,24
Al-In,0.666667;0.333333,33,33,3,6.0,12
O-V,0.666667;0.333333,33,33,6,12.0,48
As-Ti,0.25;0.75,32,32,4,4.0,32
Cu-Ti,0.25;0.75,32,32,4,4.0,24
Cr-La,0.333333;0.666667,32,32,3,6.0,12
Os-Zn,0.333333;0.666667,32,32,3,6.0,12
Rh-Y,0.75;0.25,32,32,4,4.0,24
Br-Si,0.5;0.5,32,32,2,4.0,12
Au-Be,0.333333;0.666667,32,32,3,6.0,12
Au-Ru,0.5;0.5,32,32,2,4.0,8
Ba-Ge,0.666667;0.333333,32,32,3,6.0,12
Ni-Sb,0.333333;0.666667,32,32,3,6.0,24
Mn-Sb,0.333333;0.666667,32,32,3,6.0,24
In-La,0.75;0.25,32,32,4,4.0,24
As-Sn,0.666667;0.333333,32,32,3,6.0,24
Pd-Te,0.333333;0.666667,32,32,3,3.0,24
Mn-Sn,0.5;0.5,32,32,2,4.0,24
Hg-Na,0.5;0.5,32,32,2,4.0,8
Li-Mg,0.25;0.75,32,32,4,4.0,24
As-Br,0.25;0.75,32,32,4,4.0,24
B-Pt,0.666667;0.333333,32,32,3,6.0,24
Ir-Pb,0.666667;0.333333,32,32,3,6.0,24
Au-Re,0.5;0.5,32,32,2,4.0,8
Cd-Sb,0.333333;0.666667,32,32,3,6.0,24
Pb-Zr,0.666667;0.333333,32,32,3,6.0,24
Au-Na,0.5;0.5,32,32,2,4.0,12
Sr-Tl,0.5;0.5,32,32,2,4.0,12
Ni-Pt,0.75;0.25,32,32,4,4.0,24
Sr-Y,0.5;0.5,32,32,2,4.0,8
Re-Se,0.666667;0.333333,32,32,3,6.0,24
Au-W,0.5;0.5,32,32,2,4.0,8
Co-V,0.75;0.25,32,32,4,4.0,24
Ag-Hg,0.5;0.5,32,32,2,4.0,8
Ge-Ru,0.333333;0.666667,32,32,3,6.0,24
Au-Ni,0.666667;0.333333,32,32,3,6.0,12
Zn-Zr,0.75;0.25,32,32,4,4.0,24
As-Br,0.333333;0.666667,32,32,3,6.0,24
Ba-Tl,0.5;0.5,32,32,2,4.0,24
Be-Sb,0.5;0.5,32,32,2,4.0,12
Cr-Sn,0.666667;0.333333,32,32,3,6.0,24
Be-W,0.5;0.5,32,32,2,4.0,24
Li-Se,0.666667;0.333333,32,32,3,3.0,24
Cr-Mn,0.5;0.5,32,32,2,4.0,8
Fe-Nb,0.75;0.25,32,32,4,4.0,24
Co-Zr,0.25;0.75,32,32,4,4.0,24
Ba-Si,0.666667;0.333333,32,32,3,6.0,24
Ba-P,0.333333;0.666667,32,32,3,6.0,12
Hf-Y,0.5;0.5,32,32,2,4.0,8
Bi-O,0.4;0.6,32,32,5,20.0,80
Cr-Re,0.5;0.5,32,32,2,4.0,8
Ag-Os,0.5;0.5,32,32,2,4.0,8
Mn-Pd,0.25;0.75,32,32,4,4.0,24
As-Sb,0.333333;0.666667,32,32,3,6.0,12
Zn-Zr,0.25;0.75,32,32,4,4.0,24
Al-Zn,0.666667;0.333333,32,32,3,6.0,24
P-V,0.333333;0.666667,32,32,3,4.5,24
Tl-Y,0.75;0.25,32,32,4,4.0,24
Hg-Sb,0.333333;0.666667,32,32,3,6.0,24
Cl-Mg,0.5;0.5,32,32,2,4.0,8
W-Y,0.666667;0.333333,32,32,3,6.0,24
Re-Tl,0.666667;0.333333,32,32,3,6.0,24
Al-V,0.5;0.5,32,32,2,4.0,24
Ga-Ru,0.666667;0.333333,32,32,3,6.0,24
Ba-Rh,0.333333;0.666667,32,32,3,6.0,24
Cr-Sn,0.333333;0.666667,32,32,3,6.0,24
Y-Zn,0.25;0.75,32,32,4,4.0,24
As-B,0.666667;0.333333,32,32,3,6.0,24
Au-Pt,0.5;0.5,32,32,2,4.0,8
Ca-Mn,0.5;0.5,32,32,2,4.0,24
Pb-Pt,0.25;0.75,32,32,4,4.0,24
C-Zr,0.75;0.25,32,32,4,4.0,24
Fe-Pd,0.75;0.25,32,32,4,4.0,24
Ga-Sc,0.666667;0.333333,32,32,3,6.0,12
La-P,0.333333;0.666667,32,32,3,6.0,24
Au-Ge,0.666667;0.333333,32,32,3,6.0,24
Nb-Sb,0.75;0.25,32,32,4,4.0,24
Cr-Ru,0.5;0.5,32,32,2,4.0,8
As-Ni,0.333333;0.666667,32,32,3,6.0,24
Nb-Tl,0.5;0.5,32,32,2,4.0,8
Al-Si,0.333333;0.666667,32,32,3,6.0,24
Ag-Cl,0.666667;0.333333,32,32,3,6.0,24
Ag-Ba,0.333333;0.666667,32,32,3,6.0,24
Be-Fe,0.5;0.5,32,32,2,4.0,24
Cl-La,0.5;0.5,32,32,2,4.0,24
Hf-Sb,0.666667;0.333333,32,32,3,6.0,24
Ag-Li,0.333333;0.666667,32,32,3,6.0,24
Os-P,0.333333;0.666667,32,32,3,6.0,24
Hf-Pb,0.833333;0.166667,32,32,6,6.0,6
Ge-Sb,0.333333;0.666667,32,32,3,6.0,24
Bi-W,0.666667;0.333333,32,32,3,6.0,12
Hf-Mg,0.833333;0.166667,32,32,6,6.0,6
Bi-K,0.5;0.5,32,32,2,4.0,32
Cu-I,0.5;0.5,32,32,2,4.0,12
Au-Hg,0.5;0.5,32,32,2,4.0,8
B-Ge,0.5;0.5,32,32,2,4.0,12
Cl-Ru,0.5;0.5,32,32,2,4.0,8
Ga-Te,0.5;0.5,32,32,2,4.0,12
Hf-Pt,0.25;0.75,32,32,4,4.0,24
Hf-Pd,0.25;0.75,32,32,4,4.0,24
Ir-Nb,0.75;0.25,32,32,4,4.0,24
Be-Ta,0.333333;0.666667,32,32,3,6.0,24
Mn-P,0.75;0.25,32,32,4,4.0,24
Ge-Li,0.5;0.5,32,32,2,4.0,16
C-Ta,0.75;0.25,32,32,4,4.0,24
Mn-Si,0.75;0.25,32,32,4,4.0,24
Ba-Cr,0.333333;0.666667,32,32,3,6.0,24
Hg-P,0.5;0.5,32,32,2,4.0,24
Rh-V,0.25;0.75,32,32,4,4.0,24
Bi-Si,0.666667;0.333333,32,32,3,6.0,24
Au-Li,0.333333;0.666667,32,32,3,6.0,12
Fe-Te,0.333333;0.666667,32,32,3,6.0,12
Ag-Cr,0.5;0.5,32,32,2,4.0,8
Ir-V,0.25;0.75,32,32,4,4.0,24
Au-Cd,0.75;0.25,32,32,4,4.0,24
Co-Se,0.333333;0.666667,32,32,3,6.0,12
Ag-Mg,0.25;0.75,32,32,4,4.0,24
K-Y,0.5;0.5,32,32,2,4.0,24
Pd-Ta,0.75;0.25,32,32,4,4.0,40
In-K,0.5;0.5,32,32,2,4.0,12
Co-Tl,0.333333;0.666667,32,32,3,6.0,24
Pb-Tc,0.5;0.5,32,32,2,4.0,8
Al-Br,0.666667;0.333333,32,32,3,6.0,24
La-V,0.666667;0.333333,32,32,3,6.0,24
Au-Pd,0.75;0.25,32,32,4,4.0,24
Br-V,0.5;0.5,32,32,2,4.0,12
Ge-Mo,0.666667;0.333333,32,32,3,3.0,24
La-Si,0.333333;0.666667,32,32,3,6.0,24
Mo-Na,0.5;0.5,32,32,2,4.0,8
Ba-Fe,0.5;0.5,32,32,2,4.0,12
Tc-Tl,0.333333;0.666667,32,32,3,6.0,24
Si-Sn,0.5;0.5,32,32,2,4.0,8
Fe-Os,0.666667;0.333333,32,32,3,6.0,24
Pb-Pd,0.25;0.75,32,32,4,4.0,24
Br-P,0.666667;0.333333,32,32,3,6.0,24
Al-Ba,0.333333;0.666667,32,32,3,6.0,24
Sr-Zn,0.5;0.5,32,32,2,4.0,24
Co-Sc,0.25;0.75,32,32,4,4.0,32
Rh-V,0.75;0.25,32,32,4,4.0,24
Mo-Os,0.75;0.25,32,32,4,4.0,24
Nb-Pt,0.25;0.75,32,32,4,4.0,24
Ir-Sn,0.666667;0.333333,32,32,3,6.0,24
C-V,0.75;0.25,32,32,4,4.0,24
As-In,0.333333;0.666667,32,32,3,6.0,12
Hf-Zr,0.166667;0.833333,32,32,6,6.0,6
Os-P,0.5;0.5,32,32,2,4.0,8
Ca-Sb,0.333333;0.666667,32,32,3,6.0,24
Al-Mo,0.25;0.75,32,32,4,4.0,24
Br-Pt,0.333333;0.666667,32,32,3,6.0,24
Be-Ir,0.5;0.5,32,32,2,4.0,12
Ir-Mo,0.25;0.75,32,32,4,4.0,24
Ca-Ti,0.5;0.5,32,32,2,4.0,12
Al-In,0.333333;0.666667,32,32,3,6.0,24
As-Ga,0.333333;0.666667,32,32,3,6.0,24
Cl-Pb,0.5;0.5,32,32,2,4.0,12
Cl-Ti,0.5;0.5,32,32,2,4.0,12
Ga-Sn,0.666667;0.333333,32,32,3,6.0,24
In-Re,0.5;0.5,32,32,2,4.0,24
Ir-Nb,0.25;0.75,32,32,4,4.0,24
C-Mo,0.75;0.25,32,32,4,4.0,24
Mn-Sn,0.333333;0.666667,32,32,3,6.0,24
Ba-Se,0.333333;0.666667,32,32,3,6.0,24
Hg-Zr,0.75;0.25,32,32,4,4.0,24
Os-Te,0.333333;0.666667,32,32,3,6.0,12
Ba-Bi,0.333333;0.666667,32,32,3,6.0,24
Ba-Re,0.5;0.5,32,32,2,4.0,12
Ba-Ir,0.666667;0.333333,32,32,3,6.0,24
C-Ir,0.75;0.25,32,32,4,4.0,24
Cl-Os,0.5;0.5,32,32,2,4.0,12
Fe-Hf,0.833333;0.166667,32,32,6,6.0,6
Br-Pt,0.666667;0.333333,32,32,3,6.0,12
Br-Mn,0.5;0.5,32,32,2,4.0,24
Nb-Rh,0.25;0.75,32,32,4,4.0,24
Ru-Zn,0.25;0.75,32,32,4,4.0,24
Fe-Y,0.75;0.25,32,32,4,4.0,36
C-W,0.75;0.25,32,32,4,4.0,24
Ga-Ge,0.5;0.5,32,32,2,4.0,12
In-Zn,0.333333;0.666667,32,32,3,6.0,24
Ir-La,0.25;0.75,32,32,4,4.0,24
Ba-Sn,0.333333;0.666667,32,32,3,6.0,24
Hg-Te,0.666667;0.333333,32,32,3,6.0,24
Fe-Mn,0.666667;0.333333,32,32,3,6.0,24
Pb-Se,0.666667;0.333333,32,32,3,6.0,24
Be-Ti,0.75;0.25,32,32,4,4.0,36
Cd-Cl,0.333333;0.666667,32,32,3,3.0,24
Cl-V,0.666667;0.333333,32,32,3,4.5,24
Cu-Pb,0.333333;0.666667,32,32,3,6.0,12
Ca-Sn,0.25;0.75,32,32,4,4.0,24
Pd-Ru,0.5;0.5,32,32,2,4.0,8
As-Re,0.333333;0.666667,32,32,3,4.5,24
K-Mg,0.25;0.75,32,32,4,4.0,24
Ag-Sb,0.75;0.25,32,32,4,4.0,24
Cd-Zr,0.75;0.25,32,32,4,4.0,24
Cr-Fe,0.5;0.5,32,32,2,4.0,8
C-Hf,0.75;0.25,32,32,4,4.0,24
Ag-In,0.75;0.25,32,32,4,4.0,24
Cu-W,0.333333;0.666667,32,32,3,6.0,24
Ag-K,0.333333;0.666667,32,32,3,6.0,24
B-Hg,0.5;0.5,32,32,2,4.0,12
Fe-Hf,0.166667;0.833333,32,32,6,6.0,6
In-Re,0.666667;0.333333,32,32,3,6.0,24
Bi-Tl,0.5;0.5,32,32,2,4.0,24
Cl-Re,0.5;0.5,32,32,2,4.0,12
V-Y,0.666667;0.333333,32,32,3,6.0,12
C-Sc,0.75;0.25,32,32,4,4.0,24
V-Y,0.333333;0.666667,32,32,3,6.0,24
La-Tl,0.5;0.5,32,32,2,4.0,8
Be-Nb,0.333333;0.666667,32,32,3,6.0,24
Cl-V,0.5;0.5,32,32,2,4.0,24
Au-Tc,0.5;0.5,32,32,2,4.0,8
Mn-Pt,0.25;0.75,32,32,4,4.0,24
Rh-Sc,0.75;0.25,32,32,4,4.0,24
Sc-Ti,0.5;0.5,32,32,2,4.0,8
Mo-P,0.666667;0.333333,32,32,3,6.0,24
La-Mn,0.333333;0.666667,32,32,3,6.0,12
Hf-Mg,0.166667;0.833333,32,32,6,6.0,6
Au-Rh,0.5;0.5,32,32,2,4.0,8
Cu-V,0.333333;0.666667,32,32,3,6.0,24
Be-Mo,0.5;0.5,32,32,2,4.0,8
C-Y,0.75;0.25,32,32,4,4.0,24
Hf-Sr,0.333333;0.666667,32,32,3,6.0,24
Ti-Zn,0.25;0.75,32,32,4,4.0,24
Ba-Bi,0.5;0.5,32,32,2,4.0,12
C-Ti,0.75;0.25,32,32,4,4.0,24
Al-Ca,0.5;0.5,32,32,2,4.0,24
Ba-Ta,0.5;0.5,32,32,2,4.0,12
Ag-Re,0.5;0.5,32,32,2,4.0,8
B-Sr,0.666667;0.333333,32,32,3,4.5,24
Ba-Hf,0.666667;0.333333,32,32,3,6.0,12
As-Mg,0.333333;0.666667,32,32,3,6.0,24
Ba-Os,0.666667;0.333333,32,32,3,6.0,24
As-Ir,0.75;0.25,32,32,4,4.0,24
C-Mn,0.75;0.25,32,32,4,4.0,24
Li-Nb,0.5;0.5,32,32,2,4.0,24
C-Cr,0.75;0.25,32,32,4,4.0,24
In-Y,0.666667;0.333333,32,32,3,6.0,24
Ge-Ir,0.333333;0.666667,32,32,3,6.0,24
Hf-La,0.5;0.5,32,32,2,4.0,8
Y-Zr,0.666667;0.333333,32,32,3,6.0,24
B-Sb,0.5;0.5,32,32,2,4.0,12
Hf-Ti,0.833333;0.166667,32,32,6,6.0,6
Rh-Zr,0.25;0.75,32,32,4,4.0,24
Cu-V,0.666667;0.333333,32,32,3,6.0,24
Mo-Se,0.333333;0.666667,32,32,3,6.0,12
Mg-Rb,0.75;0.25,32,32,4,4.0,24
Be-Nb,0.666667;0.333333,32,32,3,6.0,24
In-Zr,0.5;0.5,32,32,2,4.0,12
C-Nb,0.75;0.25,32,32,4,4.0,24
F-Sc,0.75;0.25,32,32,4,4.0,4
Ca-Re,0.5;0.5,32,32,2,4.0,8
Ag-Ru,0.5;0.5,32,32,2,4.0,8
Pd-Rb,0.333333;0.666667,32,32,3,6.0,12
Ca-Mg,0.25;0.75,32,32,4,4.0,24
N-Ta,0.666667;0.333333,32,32,3,6.0,12
Cr-Pt,0.75;0.25,32,32,4,4.0,24
Nb-Y,0.666667;0.333333,31,31,3,6.0,24
Si-Zn,0.75;0.25,31,31,4,4.0,24
Pd-Tl,0.75;0.25,31,31,4,4.0,24
Pt-Y,0.25;0.75,31,31,4,4.0,24
Hg-Te,0.333333;0.666667,31,31,3,6.0,24
Se-Si,0.75;0.25,31,31,4,4.0,24
Cl-Y,0.5;0.5,31,31,2,4.0,12
B-Br,0.333333;0.666667,31,31,3,6.0,24
Cd-Pb,0.333333;0.666667,31,31,3,6.0,12
C-P,0.75;0.25,31,31,4,4.0,24
Hg-Sr,0.666667;0.333333,31,31,3,6.0,24
Cl-Cr,0.5;0.5,31,31,2,4.0,12
B-Ge,0.666667;0.333333,31,31,3,6.0,24
Co-Os,0.333333;0.666667,31,31,3,6.0,24
Co-In,0.333333;0.666667,31,31,3,6.0,24
C-Hg,0.75;0.25,31,31,4,4.0,24
Ge-S,0.75;0.25,31,31,4,4.0,24
Au-Sr,0.333333;0.666667,31,31,3,6.0,24
As-Tl,0.333333;0.666667,31,31,3,6.0,12
Ga-In,0.5;0.5,31,31,2,4.0,8
Cl-Ni,0.5;0.5,31,31,2,4.0,24
Sn-V,0.666667;0.333333,31,31,3,6.0,24
In-Si,0.666667;0.333333,31,31,3,6.0,24
Pb-Zn,0.333333;0.666667,31,31,3,6.0,24
Pb-V,0.666667;0.333333,31,31,3,6.0,24
Li-Os,0.5;0.5,31,31,2,4.0,12
Cr-Ir,0.75;0.25,31,31,4,4.0,24
Ge-Se,0.75;0.25,31,31,4,4.0,24
Ba-Sr,0.666667;0.333333,31,31,3,6.0,12
Fe-Li,0.333333;0.666667,31,31,3,6.0,12
B-Ca,0.666667;0.333333,31,31,3,6.0,24
Mo-Sr,0.5;0.5,31,31,2,4.0,24
Mn-Sb,0.75;0.25,31,31,4,4.0,24
Au-Pd,0.25;0.75,31,31,4,4.0,24
Fe-Na,0.5;0.5,31,31,2,4.0,8
Br-C,0.75;0.25,31,31,4,4.0,24
Hf-Tl,0.166667;0.833333,31,31,6,6.0,6
B-Y,0.25;0.75,31,31,4,4.0,24
Mg-Se,0.75;0.25,31,31,4,4.0,24
Ba-Os,0.5;0.5,31,31,2,4.0,24
Li-N,0.75;0.25,31,31,4,4.0,8
C-K,0.75;0.25,31,31,4,4.0,24
Se-Ti,0.75;0.25,31,31,4,4.0,24
